発生日時,終了日時,実作業時間,主な作業内容
2026/04/27 11:35,2026/04/27 11:35,0:05,サイボウズ（cybozu_sent_migration - t_ito - Mozilla Thunderbird）での情報確認・処理
2026/04/27 11:35,2026/04/27 11:36,0:05,Antigravityを用いた「システム開発・改善」の開発・相談
2026/04/27 11:37,2026/04/27 11:37,0:05,サイボウズ（cybozu_sent_migration - t_ito - Mozilla Thunderbird）での情報確認・処理
2026/04/27 11:37,2026/04/27 11:37,0:05,Webサイト（トラブルシューティングモードで再起動）の閲覧・調査
2026/04/27 11:37,2026/04/27 11:37,0:05,サイボウズ（cybozu_sent_migration - t_ito - Mozilla Thunderbird）での情報確認・処理
2026/04/27 11:37,2026/04/27 11:37,0:05,Webサイト（トラブルシューティングモードで再起動）の閲覧・調査
2026/04/27 11:37,2026/04/27 11:37,0:05,サイボウズ（cybozu_sent_migration - t_ito - Mozilla Thunderbird）での情報確認・処理
2026/04/27 11:37,2026/04/27 11:37,0:05,Webサイト（メッセージを開く）の閲覧・調査
2026/04/27 11:37,2026/04/27 11:37,0:05,サイボウズ（cybozu_sent_migration - t_ito - Mozilla Thunderbird）での情報確認・処理
2026/04/27 11:38,2026/04/27 11:38,0:05,メール（ホーム）の閲覧・作成 / メール（設定とデータのインポート）の閲覧・作成 / メール（読み込み中...）の閲覧・作成
2026/04/27 11:38,2026/04/27 11:38,0:05,サイボウズ（cybozu_sent_migration - t_ito - Mozilla Thunderbird）での情報確認・処理
2026/04/27 11:39,2026/04/27 11:39,0:05,Webサイト（フォルダーのプロパティ）の閲覧・調査 / プロパティ
2026/04/27 11:39,2026/04/27 11:39,0:05,サイボウズ（cybozu_sent_migration - t_ito - Mozilla Thunderbird）での情報確認・処理
2026/04/27 11:39,2026/04/27 11:39,0:05,メール（ホーム）の閲覧・作成 / メール（設定とデータのインポート）の閲覧・作成 / メール（読み込み中...）の閲覧・作成
2026/04/27 11:39,2026/04/27 11:39,0:05,サイボウズ（Cybozu MBOX Converter V3.6 - Native Path Fixed）での情報確認・処理 / サイボウズ（cybozu_sent_migration - t_ito - Mozilla Thunderbird）での情報確認・処理
2026/04/27 11:39,2026/04/27 11:39,0:05,Webサイト（Select Local Folders path）の閲覧・調査
2026/04/27 11:39,2026/04/27 11:40,0:05,サイボウズ（Cybozu MBOX Converter V3.6 - Native Path Fixed）での情報確認・処理 / サイボウズ（cybozu_sent_migration - t_ito - Mozilla Thunderbird）での情報確認・処理
2026/04/27 11:40,2026/04/27 11:40,0:05,Webサイト（Select Local Folders path）の閲覧・調査
2026/04/27 11:40,2026/04/27 11:40,0:05,サイボウズ（Cybozu MBOX Converter V3.6 - Native Path Fixed）での情報確認・処理
2026/04/27 11:40,2026/04/27 11:40,0:05,メール（Mozilla Thunderbird）の閲覧・作成 / メール（ホーム）の閲覧・作成
2026/04/27 11:40,2026/04/27 11:40,0:05,サイボウズ（cybozu_sent_migration - t_ito - Mozilla Thunderbird）での情報確認・処理
2026/04/27 11:40,2026/04/27 11:40,0:05,メール（TEST）の閲覧・作成
2026/04/27 11:40,2026/04/27 11:40,0:05,サイボウズ（cybozu_sent_migration - t_ito - Mozilla Thunderbird）での情報確認・処理
2026/04/27 11:40,2026/04/27 11:40,0:05,メール（受信トレイ）の閲覧・作成
2026/04/27 11:41,2026/04/27 11:41,0:05,サイボウズ（cybozu_sent_migration - t_ito - Mozilla Thunderbird）での情報確認・処理
2026/04/27 11:41,2026/04/27 11:41,0:05,メール（1.Forest）の閲覧・作成 / メール（19. 営業部）の閲覧・作成 / メール（2.）の閲覧・作成 / メール（20. 顧客課・サービス課）の閲覧・作成 / メール（3.EDIONクロスベンチャーズ）の閲覧・作成 / メール（4.EDION筱崎）の閲覧・作成 / メール（5.メルマガ）の閲覧・作成 / メール（Github）の閲覧・作成 / メール（TEST）の閲覧・作成 / ...
2026/04/27 11:42,2026/04/27 11:42,0:05,サイボウズ（cybozu_sent_migration - t_ito - Mozilla Thunderbird）での情報確認・処理
2026/04/27 11:52,2026/04/27 11:52,0:05,Antigravityを用いた「システム開発・改善」の開発・相談
2026/04/27 11:53,2026/04/27 11:53,0:05,サイボウズ（cybozu_sent_migration - t_ito - Mozilla Thunderbird）での情報確認・処理
2026/04/27 11:53,2026/04/27 11:53,0:05,Antigravityを用いた「システム開発・改善」の開発・相談
2026/04/27 11:55,2026/04/27 11:55,0:05,Webサイト（100% 完了）の閲覧・調査 / Webサイト（27% 完了）の閲覧・調査 / Webサイト（56% 完了）の閲覧・調査 / Webサイト（70% 完了）の閲覧・調査 / Webサイト（89% 完了）の閲覧・調査 / Webサイト（99% 完了）の閲覧・調査
2026/04/27 11:55,2026/04/27 11:55,0:05,サイボウズ（cybozu_sent_migration - t_ito - Mozilla Thunderbird）での情報確認・処理
2026/04/27 11:55,2026/04/27 11:55,0:05,メール（10. Forestway・cocodecow会員規約）の閲覧・作成 / メール（11. 契約書審査）の閲覧・作成 / メール（12. 内部統制・コンプライアンス・リスク管理関連）の閲覧・作成 / メール（8. ㈱エディオン連携）の閲覧・作成 / メール（9. フォーレスト規程関連）の閲覧・作成 / メール（Mozilla Thunderbird）の閲覧・作成 / メール（t_ito...
2026/04/27 11:55,2026/04/27 11:55,0:05,サイボウズ（cybozu_sent_migration - t_ito - Mozilla Thunderbird）での情報確認・処理
2026/04/27 11:55,2026/04/27 11:56,0:05,メール（TEST）の閲覧・作成 / メール（cybouz）の閲覧・作成 / メール（kato@forest.co.jp）の閲覧・作成 / メール（ローカルフォルダー）の閲覧・作成 / メール（受信トレイ）の閲覧・作成
2026/04/27 11:56,2026/04/27 11:56,0:05,サイボウズ（サイボウズ／バックアップ - kato@forest.co.jp - Mozilla Thunderbird）での情報確認・処理
2026/04/27 11:56,2026/04/27 11:56,0:05,メール（12. 内部統制・コンプライアンス・リスク管理関連）の閲覧・作成
2026/04/27 11:56,2026/04/27 11:56,0:05,Antigravityを用いた「システム開発・改善」の開発・相談
2026/04/27 11:57,2026/04/27 11:57,0:05,メール（Mozilla Thunderbird）の閲覧・作成 / メール（ホーム）の閲覧・作成
2026/04/27 11:57,2026/04/27 11:57,0:05,サイボウズ（cybozu_sent_migration - t_ito - Mozilla Thunderbird）での情報確認・処理
2026/04/27 11:58,2026/04/27 11:58,0:05,メール（受信トレイ）の閲覧・作成
2026/04/27 11:58,2026/04/27 11:58,0:05,サイボウズ（cybozu_sent_migration - t_ito - Mozilla Thunderbird）での情報確認・処理
2026/04/27 11:58,2026/04/27 11:58,0:05,メール（TEST）の閲覧・作成
2026/04/27 11:58,2026/04/27 11:58,0:05,サイボウズ（Cybozu_Backup_0427_1117 - t_ito - Mozilla Thunderbird）での情報確認・処理
2026/04/27 11:58,2026/04/27 11:59,0:05,メール（1.）の閲覧・作成 / メール（10. Forestway・cocodecow会員規約）の閲覧・作成 / メール（11. 契約書審査）の閲覧・作成 / メール（13. 管理部）の閲覧・作成 / メール（14. 事業管理部・ＡＩ推進関連）の閲覧・作成 / メール（16. 商品管理部）の閲覧・作成 / メール（17. マーケティング部）の閲覧・作成 / メール（18. 新規開発部）の閲覧...
2026/04/27 11:59,2026/04/27 11:59,0:05,Antigravityを用いた「システム開発・改善」の開発・相談
2026/04/27 12:07,2026/04/27 12:07,0:05,Webサイト（FigJamへようこそ ? FigJam）の閲覧・調査
2026/04/27 12:07,2026/04/27 12:07,0:05,Antigravityを用いた「システム開発・改善」の開発・相談
2026/04/27 12:07,2026/04/27 12:07,0:05,Webサイト（Lenovo-csd）の閲覧・調査 / Webサイト（資料（ホワイトペーパー）：日経クロステック Active）の閲覧・調査
2026/04/27 12:10,2026/04/27 12:10,0:05,サイボウズ（Cybozu MBOX Converter V3.6 - Native Path Fixed）での情報確認・処理
2026/04/27 12:10,2026/04/27 12:10,0:05,Antigravityを用いた「システム開発・改善」の開発・相談
2026/04/27 12:56,2026/04/27 12:56,0:05,Webサイト（Lenovo-csd）の閲覧・調査
2026/04/27 12:56,2026/04/27 12:56,0:05,Antigravityを用いた「システム開発・改善」の開発・相談
2026/04/27 12:56,2026/04/27 12:56,0:05,サイボウズ（Cybozu MBOX Converter V3.6 - Native Path Fixed）での情報確認・処理
2026/04/27 12:56,2026/04/27 12:56,0:05,Antigravityを用いた「システム開発・改善」の開発・相談
2026/04/27 12:56,2026/04/27 12:56,0:05,サイボウズ（Cybozu MBOX Converter V3.6 - Native Path Fixed）での情報確認・処理
2026/04/27 12:56,2026/04/27 12:56,0:05,Webサイト（100% 完了）の閲覧・調査 / Webサイト（287 項目がリサイクルされました）の閲覧・調査 / Webサイト（使用中のフォルダー）の閲覧・調査
2026/04/27 12:56,2026/04/27 12:56,0:05,メール（受信トレイ）の閲覧・作成
2026/04/27 12:56,2026/04/27 12:56,0:05,Webサイト（287 項目がリサイクルされました）の閲覧・調査 / Webサイト（584 項目がリサイクルされました）の閲覧・調査 / Webサイト（使用中のフォルダー）の閲覧・調査
2026/04/27 12:57,2026/04/27 12:57,0:05,サイボウズ（Cybozu MBOX Converter V3.6 - Native Path Fixed）での情報確認・処理
2026/04/27 12:57,2026/04/27 12:57,0:05,Webサイト（フォルダーの選択）の閲覧・調査
2026/04/27 12:57,2026/04/27 12:57,0:05,サイボウズ（Cybozu MBOX Converter V3.6 - Native Path Fixed）での情報確認・処理
2026/04/27 12:58,2026/04/27 12:58,0:05,Antigravityを用いた「システム開発・改善」の開発・相談
2026/04/27 13:00,2026/04/27 13:00,0:05,サイボウズ（Cybozu MBOX Converter V3.6 - Native Path Fixed）での情報確認・処理 / 作成完了
2026/04/27 13:00,2026/04/27 13:00,0:05,Antigravityを用いた「システム開発・改善」の開発・相談
2026/04/27 13:00,2026/04/27 13:00,0:05,サイボウズ（Cybozu MBOX Converter V3.6 - Native Path Fixed）での情報確認・処理
2026/04/27 13:00,2026/04/27 13:00,0:05,Webサイト（フォルダーの選択）の閲覧・調査
2026/04/27 13:00,2026/04/27 13:00,0:05,サイボウズ（Cybozu MBOX Converter V3.6 - Native Path Fixed）での情報確認・処理
2026/04/27 13:01,2026/04/27 13:01,0:05,サイボウズ（Cybozu MBOX Converter V3.6 - Native Path Fixed）での情報確認・処理 / 作成完了
2026/04/27 13:01,2026/04/27 13:01,0:05,メール（1.）の閲覧・作成 / メール（Mozilla Thunderbird）の閲覧・作成 / メール（ホーム）の閲覧・作成 / メール（受信トレイ）の閲覧・作成
2026/04/27 13:02,2026/04/27 13:02,0:05,Webサイト（ImportExportTools NG）の閲覧・調査
2026/04/27 13:02,2026/04/27 13:02,0:05,メール（1.）の閲覧・作成
2026/04/27 13:02,2026/04/27 13:02,0:05,Webサイト（ファイル検索するフォルダーを選択する）の閲覧・調査
2026/04/27 13:02,2026/04/27 13:02,0:05,メール（1.）の閲覧・作成
2026/04/27 13:02,2026/04/27 13:02,0:05,Webサイト（ImportExportTools NG - v14.1.18）の閲覧・調査 / Webサイト（ImportExportTools NG）の閲覧・調査
2026/04/27 13:03,2026/04/27 13:03,0:05,メール（1.）の閲覧・作成
2026/04/27 13:03,2026/04/27 13:03,0:05,Webサイト（選択したメッセージをインポート）の閲覧・調査
2026/04/27 13:03,2026/04/27 13:03,0:05,メール（1.）の閲覧・作成
2026/04/27 13:04,2026/04/27 13:04,0:05,サイボウズ（cybozu_sent_migration - t_ito - Mozilla Thunderbird）での情報確認・処理
2026/04/27 13:04,2026/04/27 13:04,0:05,Webサイト（ファイル検索するフォルダーを選択する）の閲覧・調査
2026/04/27 13:04,2026/04/27 13:04,0:05,サイボウズ（cybozu_sent_migration - t_ito - Mozilla Thunderbird）での情報確認・処理
2026/04/27 13:04,2026/04/27 13:05,0:05,Antigravityを用いた「システム開発・改善」の開発・相談
2026/04/27 13:05,2026/04/27 13:05,0:05,サイボウズ（cybozu_sent_migration - t_ito - Mozilla Thunderbird）での情報確認・処理
2026/04/27 13:05,2026/04/27 13:05,0:05,Antigravityを用いた「システム開発・改善」の開発・相談
2026/04/27 13:05,2026/04/27 13:05,0:05,サイボウズ（Cybozu MBOX Converter V3.6 - Native Path Fixed）での情報確認・処理
2026/04/27 13:05,2026/04/27 13:05,0:05,Webサイト（フォルダーの選択）の閲覧・調査
2026/04/27 13:05,2026/04/27 13:06,0:05,サイボウズ（Cybozu MBOX Converter V3.6 - Native Path Fixed）での情報確認・処理 / サイボウズ（cybozu_sent_migration - t_ito - Mozilla Thunderbird）での情報確認・処理
2026/04/27 13:06,2026/04/27 13:06,0:05,Webサイト（ファイル検索するフォルダーを選択する）の閲覧・調査
2026/04/27 13:06,2026/04/27 13:06,0:05,サイボウズ（cybozu_sent_migration - t_ito - Mozilla Thunderbird）での情報確認・処理
2026/04/27 13:06,2026/04/27 13:06,0:05,メール（Re: PB製造覚書 確認のお願い 【再送】）の閲覧・作成 / メール（ホーム）の閲覧・作成
2026/04/27 13:06,2026/04/27 13:06,0:05,サイボウズ（Cybozu MBOX Converter V3.6 - Native Path Fixed）での情報確認・処理
2026/04/27 13:07,2026/04/27 13:07,0:05,Antigravityを用いた「システム開発・改善」の開発・相談
2026/04/27 13:07,2026/04/27 13:07,0:05,メール（Mozilla Thunderbird）の閲覧・作成 / メール（Re: PB製造覚書 確認のお願い 【再送】）の閲覧・作成 / メール（ホーム）の閲覧・作成
2026/04/27 13:07,2026/04/27 13:07,0:05,サイボウズ（cybozu_sent_migration - t_ito - Mozilla Thunderbird）での情報確認・処理
2026/04/27 13:07,2026/04/27 13:07,0:05,メール（1.）の閲覧・作成
2026/04/27 13:07,2026/04/27 13:07,0:05,Webサイト（ファイル検索するフォルダーを選択する）の閲覧・調査
2026/04/27 13:07,2026/04/27 13:07,0:05,メール（1.）の閲覧・作成 / メール（10. Forestway・cocodecow会員規約）の閲覧・作成 / メール（11. 契約書審査）の閲覧・作成
2026/04/27 13:07,2026/04/27 13:07,0:05,Webサイト（ファイル検索するフォルダーを選択する）の閲覧・調査
2026/04/27 13:08,2026/04/27 13:08,0:05,メール（1.）の閲覧・作成 / メール（10. Forestway・cocodecow会員規約）の閲覧・作成
2026/04/27 13:08,2026/04/27 13:08,0:05,Webサイト（ファイル検索するフォルダーを選択する）の閲覧・調査
2026/04/27 13:08,2026/04/27 13:08,0:05,メール（10. Forestway・cocodecow会員規約）の閲覧・作成 / メール（11-1. ファイル保管済）の閲覧・作成 / メール（11. 契約書審査）の閲覧・作成
2026/04/27 13:09,2026/04/27 13:09,0:05,Webサイト（ファイル検索するフォルダーを選択する）の閲覧・調査
2026/04/27 13:09,2026/04/27 13:09,0:05,メール（10. Forestway・cocodecow会員規約）の閲覧・作成 / メール（11-1. ファイル保管済）の閲覧・作成 / メール（11. 契約書審査）の閲覧・作成
2026/04/27 13:09,2026/04/27 13:09,0:05,Webサイト（ファイル検索するフォルダーを選択する）の閲覧・調査
2026/04/27 13:09,2026/04/27 13:09,0:05,メール（11-1. ファイル保管済）の閲覧・作成 / メール（11. 契約書審査）の閲覧・作成
2026/04/27 13:10,2026/04/27 13:10,0:05,Webサイト（ファイル検索するフォルダーを選択する）の閲覧・調査
2026/04/27 13:10,2026/04/27 13:10,0:05,メール（11-1. ファイル保管済）の閲覧・作成 / メール（11-10. エディオン）の閲覧・作成
2026/04/27 13:10,2026/04/27 13:10,0:05,Webサイト（ファイル検索するフォルダーを選択する）の閲覧・調査
2026/04/27 13:10,2026/04/27 13:10,0:05,メール（11-10. エディオン）の閲覧・作成 / メール（11-11. フォーレスト酒販）の閲覧・作成
2026/04/27 13:10,2026/04/27 13:10,0:05,Webサイト（ファイル検索するフォルダーを選択する）の閲覧・調査
2026/04/27 13:10,2026/04/27 13:11,0:05,メール（10. Forestway・cocodecow会員規約）の閲覧・作成 / メール（11-1. ファイル保管済）の閲覧・作成 / メール（11-10. エディオン）の閲覧・作成 / メール（11-11. フォーレスト酒販）の閲覧・作成 / メール（11-12. 契約書ひな型）の閲覧・作成 / メール（11. 契約書審査）の閲覧・作成
2026/04/27 13:11,2026/04/27 13:11,0:05,Webサイト（ファイル検索するフォルダーを選択する）の閲覧・調査
2026/04/27 13:11,2026/04/27 13:11,0:05,メール（11-12. 契約書ひな型）の閲覧・作成 / メール（11-13. 英文契約書）の閲覧・作成
2026/04/27 13:11,2026/04/27 13:11,0:05,Webサイト（ファイル検索するフォルダーを選択する）の閲覧・調査
2026/04/27 13:11,2026/04/27 13:12,0:05,メール（11-13. 英文契約書）の閲覧・作成 / メール（11-2. 商品部）の閲覧・作成
2026/04/27 13:12,2026/04/27 13:12,0:05,Webサイト（ファイル検索するフォルダーを選択する）の閲覧・調査
2026/04/27 13:12,2026/04/27 13:12,0:05,メール（11-1. ファイル保管済）の閲覧・作成 / メール（11-10. エディオン）の閲覧・作成 / メール（11-11. フォーレスト酒販）の閲覧・作成 / メール（11-12. 契約書ひな型）の閲覧・作成 / メール（11-13. 英文契約書）の閲覧・作成 / メール（11-2. 商品部）の閲覧・作成
2026/04/27 13:12,2026/04/27 13:12,0:05,Webサイト（ファイル検索するフォルダーを選択する）の閲覧・調査
2026/04/27 13:12,2026/04/27 13:13,0:05,メール（11-1. ファイル保管済）の閲覧・作成 / メール（11-2. 商品部）の閲覧・作成 / メール（11-3. 管理部）の閲覧・作成
2026/04/27 13:13,2026/04/27 13:13,0:05,Webサイト（ファイル検索するフォルダーを選択する）の閲覧・調査
2026/04/27 13:13,2026/04/27 13:13,0:05,メール（11-3. 管理部）の閲覧・作成 / メール（11-4. 商品管理部）の閲覧・作成
2026/04/27 13:13,2026/04/27 13:13,0:05,Webサイト（ファイル検索するフォルダーを選択する）の閲覧・調査
2026/04/27 13:14,2026/04/27 13:14,0:05,メール（11-3. 管理部）の閲覧・作成 / メール（11-4. 商品管理部）の閲覧・作成 / メール（11-5. 営業部）の閲覧・作成
2026/04/27 13:14,2026/04/27 13:14,0:05,Webサイト（ファイル検索するフォルダーを選択する）の閲覧・調査
2026/04/27 13:14,2026/04/27 13:14,0:05,メール（11-5. 営業部）の閲覧・作成 / メール（11-6. マーケティング部）の閲覧・作成
2026/04/27 13:14,2026/04/27 13:14,0:05,Webサイト（ファイル検索するフォルダーを選択する）の閲覧・調査
2026/04/27 13:14,2026/04/27 13:14,0:05,メール（11-6. マーケティング部）の閲覧・作成 / メール（11-7. 物流部）の閲覧・作成
2026/04/27 13:14,2026/04/27 13:14,0:05,Webサイト（ファイル検索するフォルダーを選択する）の閲覧・調査
2026/04/27 13:14,2026/04/27 13:14,0:05,メール（11-7. 物流部）の閲覧・作成 / メール（11-8. 配送サービス部）の閲覧・作成
2026/04/27 13:15,2026/04/27 13:15,0:05,Webサイト（ファイル検索するフォルダーを選択する）の閲覧・調査
2026/04/27 13:15,2026/04/27 13:15,0:05,メール（11-8. 配送サービス部）の閲覧・作成 / メール（11-9. システム部）の閲覧・作成
2026/04/27 13:15,2026/04/27 13:15,0:05,Webサイト（ファイル検索するフォルダーを選択する）の閲覧・調査
2026/04/27 13:15,2026/04/27 13:15,0:05,メール（11-4. 商品管理部）の閲覧・作成 / メール（11-5. 営業部）の閲覧・作成 / メール（11-6. マーケティング部）の閲覧・作成 / メール（11-7. 物流部）の閲覧・作成 / メール（11-8. 配送サービス部）の閲覧・作成 / メール（11-9. システム部）の閲覧・作成 / メール（12. 内部統制・コンプライアンス・リスク管理関連）の閲覧・作成
2026/04/27 13:15,2026/04/27 13:15,0:05,Webサイト（ファイル検索するフォルダーを選択する）の閲覧・調査
2026/04/27 13:15,2026/04/27 13:16,0:05,メール（11-6. マーケティング部）の閲覧・作成 / メール（12. 内部統制・コンプライアンス・リスク管理関連）の閲覧・作成
2026/04/27 13:16,2026/04/27 13:16,0:05,Webサイト（ファイル検索するフォルダーを選択する）の閲覧・調査
2026/04/27 13:16,2026/04/27 13:16,0:05,メール（11-6. マーケティング部）の閲覧・作成 / メール（11-7. 物流部）の閲覧・作成
2026/04/27 13:16,2026/04/27 13:16,0:05,Webサイト（ファイル検索するフォルダーを選択する）の閲覧・調査
2026/04/27 13:17,2026/04/27 13:17,0:05,メール（11-7. 物流部）の閲覧・作成 / メール（11-8. 配送サービス部）の閲覧・作成
2026/04/27 13:17,2026/04/27 13:17,0:05,Webサイト（ファイル検索するフォルダーを選択する）の閲覧・調査
2026/04/27 13:17,2026/04/27 13:17,0:05,メール（11-8. 配送サービス部）の閲覧・作成 / メール（11-9. システム部）の閲覧・作成
2026/04/27 13:17,2026/04/27 13:17,0:05,Webサイト（ファイル検索するフォルダーを選択する）の閲覧・調査
2026/04/27 13:17,2026/04/27 13:19,0:05,メール（11-9. システム部）の閲覧・作成 / メール（12. 内部統制・コンプライアンス・リスク管理関連）の閲覧・作成 / メール（13. 管理部）の閲覧・作成 / メール（Fwd: 準委任契約書の送付）の閲覧・作成 / メール（Re: Fwd: 準委任契約書の送付）の閲覧・作成 / メール（ホーム）の閲覧・作成
2026/04/27 13:19,2026/04/27 13:19,0:05,Webサイト（ファイル検索するフォルダーを選択する）の閲覧・調査
2026/04/27 13:19,2026/04/27 13:19,0:05,メール（13-1. 総務・人事課）の閲覧・作成 / メール（13. 管理部）の閲覧・作成
2026/04/27 13:19,2026/04/27 13:19,0:05,Webサイト（ファイル検索するフォルダーを選択する）の閲覧・調査
2026/04/27 13:19,2026/04/27 13:19,0:05,メール（13-1. 総務・人事課）の閲覧・作成 / メール（13-2. 経理課）の閲覧・作成
2026/04/27 13:19,2026/04/27 13:19,0:05,Webサイト（ファイル検索するフォルダーを選択する）の閲覧・調査
2026/04/27 13:20,2026/04/27 13:20,0:05,メール（13-2. 経理課）の閲覧・作成 / メール（14. 事業管理部・ＡＩ推進関連）の閲覧・作成
2026/04/27 13:21,2026/04/27 13:21,0:05,Webサイト（ファイル検索するフォルダーを選択する）の閲覧・調査
2026/04/27 13:21,2026/04/27 13:21,0:05,メール（14. 事業管理部・ＡＩ推進関連）の閲覧・作成 / メール（15. 商品部）の閲覧・作成
2026/04/27 13:21,2026/04/27 13:21,0:05,Webサイト（ファイル検索するフォルダーを選択する）の閲覧・調査
2026/04/27 13:21,2026/04/27 13:21,0:05,メール（15. 商品部）の閲覧・作成 / メール（16. 商品管理部）の閲覧・作成
2026/04/27 13:21,2026/04/27 13:21,0:05,Webサイト（ファイル検索するフォルダーを選択する）の閲覧・調査
2026/04/27 13:21,2026/04/27 13:21,0:05,メール（16. 商品管理部）の閲覧・作成 / メール（17. マーケティング部）の閲覧・作成
2026/04/27 13:21,2026/04/27 13:21,0:05,Webサイト（ファイル検索するフォルダーを選択する）の閲覧・調査
2026/04/27 13:22,2026/04/27 13:22,0:05,メール（16. 商品管理部）の閲覧・作成 / メール（17. マーケティング部）の閲覧・作成
2026/04/27 13:22,2026/04/27 13:22,0:05,Webサイト（ファイル検索するフォルダーを選択する）の閲覧・調査
2026/04/27 13:22,2026/04/27 13:22,0:05,メール（17. マーケティング部）の閲覧・作成 / メール（18. 新規開発部）の閲覧・作成
2026/04/27 13:22,2026/04/27 13:22,0:05,Webサイト（ファイル検索するフォルダーを選択する）の閲覧・調査
2026/04/27 13:22,2026/04/27 13:23,0:05,メール（18. 新規開発部）の閲覧・作成 / メール（19. 営業部）の閲覧・作成
2026/04/27 13:23,2026/04/27 13:23,0:05,Webサイト（FigJamへようこそ ? FigJam）の閲覧・調査 / Webサイト（bing.com/ck/a?!&&p=c8f6b95a86b02123314099c406d93491f14f10823b8d84daac46280dc0427399JmltdHM9MTc3NzE2MTYwMA&ptn=3&ver=2&hsh=4&fclid=2ab368cf-c340-6b5a-2fa6...
2026/04/27 13:23,2026/04/27 13:23,0:05,"Gmail / Gmail - Google Chrome / Webサイト（gmail - 検索）の閲覧・調査 / Webサイト（受信トレイ (1,025) - ticsd0910@gmail.com - Gmail）の閲覧・調査"
2026/04/27 13:23,2026/04/27 13:23,0:05,メール（19. 営業部）の閲覧・作成
2026/04/27 13:23,2026/04/27 13:23,0:05,Webサイト（Google Chrome）の閲覧・調査
2026/04/27 13:24,2026/04/27 13:25,0:05,ようこそ - Google Chrome / メール（フォーレスト株式会社 メール）の閲覧・作成 / メール（受信トレイ (2)）の閲覧・作成
2026/04/27 13:25,2026/04/27 13:26,0:05,"サイボウズ（""サイボウズ／バックアップ/1. "" - kato@forest.co.jp - フォーレスト株式会社 メール）での情報確認・処理 / サイボウズ（""サイボウズ／バックアップ/11. 契約書審査"" - kato@forest.co.jp - フォーレスト株式会社 メール）での情報確認・処理 / サイボウズ（""サイボウズ／バックアップ/11. 契約書審査/11-1. ファイル保管済..."
2026/04/27 13:26,2026/04/27 13:26,0:05,メール（19. 営業部）の閲覧・作成 / メール（Fwd: コクヨ NEOS販促策（次号見開き掲載・年間ｲﾝｾﾝﾃｨﾌﾞ）覚書（案）ご送付の件）の閲覧・作成
2026/04/27 13:26,2026/04/27 13:26,0:05,Webサイト（ファイル検索するフォルダーを選択する）の閲覧・調査
2026/04/27 13:27,2026/04/27 13:27,0:05,メール（19. 営業部）の閲覧・作成 / メール（2.）の閲覧・作成
2026/04/27 13:27,2026/04/27 13:27,0:05,Webサイト（ファイル検索するフォルダーを選択する）の閲覧・調査
2026/04/27 13:27,2026/04/27 13:27,0:05,メール（2.）の閲覧・作成 / メール（20. 顧客課・サービス課）の閲覧・作成
2026/04/27 13:27,2026/04/27 13:27,0:05,Webサイト（ファイル検索するフォルダーを選択する）の閲覧・調査
2026/04/27 13:27,2026/04/27 13:27,0:05,メール（20. 顧客課・サービス課）の閲覧・作成 / メール（21. 物流部）の閲覧・作成
2026/04/27 13:27,2026/04/27 13:27,0:05,Webサイト（ファイル検索するフォルダーを選択する）の閲覧・調査
2026/04/27 13:27,2026/04/27 13:27,0:05,メール（21. 物流部）の閲覧・作成 / メール（22. 配送サービス部）の閲覧・作成
2026/04/27 13:27,2026/04/27 13:27,0:05,Webサイト（ファイル検索するフォルダーを選択する）の閲覧・調査
2026/04/27 13:28,2026/04/27 13:28,0:05,メール（22. 配送サービス部）の閲覧・作成 / メール（23. システム部）の閲覧・作成
2026/04/27 13:28,2026/04/27 13:28,0:05,Webサイト（ファイル検索するフォルダーを選択する）の閲覧・調査
2026/04/27 13:28,2026/04/27 13:28,0:05,メール（23. システム部）の閲覧・作成 / メール（24. 監査業務・監査法人関連）の閲覧・作成
2026/04/27 13:28,2026/04/27 13:28,0:05,Webサイト（ファイル検索するフォルダーを選択する）の閲覧・調査
2026/04/27 13:28,2026/04/27 13:28,0:05,メール（24-1. 会社分類資料）の閲覧・作成 / メール（24. 監査業務・監査法人関連）の閲覧・作成
2026/04/27 13:28,2026/04/27 13:28,0:05,Webサイト（ファイル検索するフォルダーを選択する）の閲覧・調査
2026/04/27 13:28,2026/04/27 13:29,0:05,メール（24-1. 会社分類資料）の閲覧・作成 / メール（25. 税理士法人関連）の閲覧・作成
2026/04/27 13:29,2026/04/27 13:29,0:05,Webサイト（ファイル検索するフォルダーを選択する）の閲覧・調査
2026/04/27 13:29,2026/04/27 13:29,0:05,メール（25. 税理士法人関連）の閲覧・作成 / メール（26. 商標登録）の閲覧・作成
2026/04/27 13:29,2026/04/27 13:29,0:05,Webサイト（ファイル検索するフォルダーを選択する）の閲覧・調査
2026/04/27 13:29,2026/04/27 13:30,0:05,メール（26. 商標登録）の閲覧・作成 / メール（27. 業務連絡）の閲覧・作成 / メール（受信トレイ）の閲覧・作成
2026/04/27 13:30,2026/04/27 13:30,0:05,Webサイト（ファイル検索するフォルダーを選択する）の閲覧・調査
2026/04/27 13:30,2026/04/27 13:30,0:05,メール（27. 業務連絡）の閲覧・作成 / メール（28. 独占禁止法違反事件）の閲覧・作成
2026/04/27 13:30,2026/04/27 13:30,0:05,Webサイト（ファイル検索するフォルダーを選択する）の閲覧・調査
