日付,時間,作業内容
2026/04/23,18:53:45,[外部ログ] Program Manager
2026/04/23,18:53:46,[外部ログ] 
2026/04/23,18:53:46,[外部ログ] \\10.85.33.230\01_全社共有\システム統括部\業改室\★大宮システム部\（NAS）伊藤\ESET - エクスプローラー
2026/04/23,18:53:50,[外部ログ] PC とその他 1 個のタブ - エクスプローラー
2026/04/23,18:53:53,[外部ログ] Windows  (C:) とその他 1 個のタブ - エクスプローラー
2026/04/23,18:53:53,[外部ログ] C:\ とその他 1 個のタブ - エクスプローラー
2026/04/23,18:53:55,[外部ログ] config とその他 1 個のタブ - エクスプローラー
2026/04/23,18:53:55,[外部ログ] C:\config とその他 1 個のタブ - エクスプローラー
2026/04/23,18:53:56,[外部ログ] Windows  (C:) とその他 1 個のタブ - エクスプローラー
2026/04/23,18:53:56,[外部ログ] C:\ とその他 1 個のタブ - エクスプローラー
2026/04/23,18:54:02,[外部ログ] @ウェブ [ESET CMD ESET Endpoint Security ESETオンラインヘルプ](https://help.eset.com/ees/... - Comet
2026/04/23,18:54:03,[外部ログ] Program Manager
2026/04/23,18:54:11,[外部ログ] test555.bat - メモ帳
2026/04/23,18:54:12,[外部ログ] @ウェブ [ESET CMD ESET Endpoint Security ESETオンラインヘルプ](https://help.eset.com/ees/... - Comet
2026/04/23,18:54:13,[外部ログ] test555.bat - メモ帳
2026/04/23,18:54:14,[外部ログ] *test555.bat - メモ帳
2026/04/23,18:54:15,[外部ログ] test555.bat - メモ帳
2026/04/23,18:54:16,[外部ログ] @ウェブ [ESET CMD ESET Endpoint Security ESETオンラインヘルプ](https://help.eset.com/ees/... - Comet
2026/04/23,18:54:25,[外部ログ] Program Manager
2026/04/23,18:54:35,[外部ログ] @ウェブ [ESET CMD ESET Endpoint Security ESETオンラインヘルプ](https://help.eset.com/ees/... - Comet
2026/04/23,18:54:39,[外部ログ] 
2026/04/23,18:54:39,[外部ログ] C:\ とその他 1 個のタブ - エクスプローラー
2026/04/23,18:54:45,[外部ログ] Windows  (C:) とその他 1 個のタブ - エクスプローラー
2026/04/23,18:54:45,[外部ログ] C:\ とその他 1 個のタブ - エクスプローラー
2026/04/23,18:54:46,[外部ログ] config とその他 1 個のタブ - エクスプローラー
2026/04/23,18:54:46,[外部ログ] C:\config とその他 1 個のタブ - エクスプローラー
2026/04/23,18:54:52,[外部ログ] C:\config\ESET_ECMD_ログ.txt - サクラエディタ32bit 2.4.2.6048  
2026/04/23,18:55:05,[外部ログ] @ウェブ [ESET CMD ESET Endpoint Security ESETオンラインヘルプ](https://help.eset.com/ees/... - Comet
2026/04/23,18:55:41,[外部ログ] ESET_ECMD_ログ.txt - サクラエディタ32bit 2.4.2.6048  
2026/04/23,18:55:41,[外部ログ] C:\config\ESET_ECMD_ログ.txt - サクラエディタ32bit 2.4.2.6048  
2026/04/23,18:55:41,[外部ログ] @ウェブ [ESET CMD ESET Endpoint Security ESETオンラインヘルプ](https://help.eset.com/ees/... - Comet
2026/04/23,18:55:41,[外部ログ] C:\config とその他 1 個のタブ - エクスプローラー
2026/04/23,18:55:43,[外部ログ] @ウェブ [ESET CMD ESET Endpoint Security ESETオンラインヘルプ](https://help.eset.com/ees/... - Comet
2026/04/23,18:55:44,[外部ログ] Program Manager
2026/04/23,18:55:48,[外部ログ] メモ帳
2026/04/23,18:55:48,[外部ログ] eset_import_test.bat - メモ帳
2026/04/23,18:55:51,[外部ログ] *eset_import_test.bat - メモ帳
2026/04/23,18:55:52,[外部ログ] eset_import_test.bat - メモ帳
2026/04/23,18:55:54,[外部ログ] @ウェブ [ESET CMD ESET Endpoint Security ESETオンラインヘルプ](https://help.eset.com/ees/... - Comet
2026/04/23,18:55:54,[外部ログ] eset_import_test.bat - メモ帳
2026/04/23,18:55:56,[外部ログ] *eset_import_test.bat - メモ帳
2026/04/23,18:55:56,[外部ログ] eset_import_test.bat - メモ帳
2026/04/23,18:55:58,[外部ログ] @ウェブ [ESET CMD ESET Endpoint Security ESETオンラインヘルプ](https://help.eset.com/ees/... - Comet
2026/04/23,18:55:59,[外部ログ] test555.bat - メモ帳
2026/04/23,18:56:00,[外部ログ] タイトルなし - メモ帳
2026/04/23,18:56:01,[外部ログ] @ウェブ [ESET CMD ESET Endpoint Security ESETオンラインヘルプ](https://help.eset.com/ees/... - Comet
2026/04/23,18:56:05,[外部ログ] Program Manager
2026/04/23,18:56:14,[外部ログ] @ウェブ [ESET CMD ESET Endpoint Security ESETオンラインヘルプ](https://help.eset.com/ees/... - Comet
2026/04/23,18:56:14,[外部ログ] Program Manager
2026/04/23,18:56:16,[外部ログ] 
2026/04/23,18:56:16,[外部ログ] C:\config とその他 1 個のタブ - エクスプローラー
2026/04/23,18:56:19,[外部ログ] C:\config\ESET_ECMD_ログ2.txt - サクラエディタ32bit 2.4.2.6048  
2026/04/23,18:56:26,[外部ログ] @ウェブ [ESET CMD ESET Endpoint Security ESETオンラインヘルプ](https://help.eset.com/ees/... - Comet
2026/04/23,18:56:48,[外部ログ] 
2026/04/23,18:56:48,[外部ログ] C:\config とその他 1 個のタブ - エクスプローラー
2026/04/23,18:56:50,[外部ログ] \\10.85.33.230\01_全社共有\システム統括部\業改室\★大宮システム部\（NAS）伊藤\ESET とその他 1 個のタブ - エクスプローラー
2026/04/23,18:57:02,[外部ログ] @ウェブ [ESET CMD ESET Endpoint Security ESETオンラインヘルプ](https://help.eset.com/ees/... - Comet
2026/04/23,18:57:42,[外部ログ] ESET_ECMD_ログ2.txt - サクラエディタ32bit 2.4.2.6048  
2026/04/23,18:57:42,[外部ログ] C:\config\ESET_ECMD_ログ2.txt - サクラエディタ32bit 2.4.2.6048  
2026/04/23,18:57:42,[外部ログ] @ウェブ [ESET CMD ESET Endpoint Security ESETオンラインヘルプ](https://help.eset.com/ees/... - Comet
2026/04/23,18:57:43,[外部ログ] Program Manager
2026/04/23,18:57:47,[外部ログ] eset_import_test2.bat - メモ帳
2026/04/23,18:57:48,[外部ログ] @ウェブ [ESET CMD ESET Endpoint Security ESETオンラインヘルプ](https://help.eset.com/ees/... - Comet
2026/04/23,18:57:48,[外部ログ] eset_import_test2.bat - メモ帳
2026/04/23,18:57:50,[外部ログ] *eset_import_test2.bat - メモ帳
2026/04/23,18:57:51,[外部ログ] eset_import_test2.bat - メモ帳
2026/04/23,18:57:52,[外部ログ] @ウェブ [ESET CMD ESET Endpoint Security ESETオンラインヘルプ](https://help.eset.com/ees/... - Comet
2026/04/23,18:57:54,[外部ログ] Program Manager
2026/04/23,18:58:01,[外部ログ] C:\WINDOWS\System32\cmd.exe
2026/04/23,18:58:01,[外部ログ] @ウェブ [ESET CMD ESET Endpoint Security ESETオンラインヘルプ](https://help.eset.com/ees/... - Comet
2026/04/23,18:58:02,[外部ログ] Program Manager
2026/04/23,18:58:04,[外部ログ] 
2026/04/23,18:58:04,[外部ログ] C:\config とその他 1 個のタブ - エクスプローラー
2026/04/23,18:58:17,[外部ログ] C:\config\ESET_ECMD_ログ_all.txt - サクラエディタ32bit 2.4.2.6048  
2026/04/23,18:58:21,[外部ログ] @ウェブ [ESET CMD ESET Endpoint Security ESETオンラインヘルプ](https://help.eset.com/ees/... - Comet
2026/04/23,18:58:28,[外部ログ] ESET_ECMD_ログ_all.txt - サクラエディタ32bit 2.4.2.6048  
2026/04/23,18:58:28,[外部ログ] C:\config\ESET_ECMD_ログ_all.txt - サクラエディタ32bit 2.4.2.6048  
2026/04/23,18:58:28,[外部ログ] @ウェブ [ESET CMD ESET Endpoint Security ESETオンラインヘルプ](https://help.eset.com/ees/... - Comet
2026/04/23,18:58:28,[外部ログ] C:\config とその他 1 個のタブ - エクスプローラー
2026/04/23,18:58:54,[外部ログ] @ウェブ [ESET CMD ESET Endpoint Security ESETオンラインヘルプ](https://help.eset.com/ees/... - Comet
2026/04/23,18:58:55,[外部ログ] 
2026/04/23,18:58:56,[外部ログ] C:\config とその他 1 個のタブ - エクスプローラー
2026/04/23,18:58:57,[外部ログ] PC とその他 1 個のタブ - エクスプローラー
2026/04/23,18:58:59,[外部ログ] Windows  (C:) とその他 1 個のタブ - エクスプローラー
2026/04/23,18:58:59,[外部ログ] C:\ とその他 1 個のタブ - エクスプローラー
2026/04/23,18:59:05,[外部ログ] Program Files とその他 1 個のタブ - エクスプローラー
2026/04/23,18:59:05,[外部ログ] C:\Program Files とその他 1 個のタブ - エクスプローラー
2026/04/23,18:59:08,[外部ログ] ESET とその他 1 個のタブ - エクスプローラー
2026/04/23,18:59:08,[外部ログ] C:\Program Files\ESET とその他 1 個のタブ - エクスプローラー
2026/04/23,18:59:09,[外部ログ] ESET Security とその他 1 個のタブ - エクスプローラー
2026/04/23,18:59:09,[外部ログ] C:\Program Files\ESET\ESET Security とその他 1 個のタブ - エクスプローラー
2026/04/23,18:59:20,[外部ログ] @ウェブ [ESET CMD ESET Endpoint Security ESETオンラインヘルプ](https://help.eset.com/ees/... - Comet
2026/04/23,18:59:54,[外部ログ] C:\Program Files\ESET\ESET Security とその他 1 個のタブ - エクスプローラー
2026/04/23,18:59:57,[外部ログ] Program Manager
2026/04/23,19:00:02,[外部ログ] eset_import_test2.bat - メモ帳
2026/04/23,19:00:07,[外部ログ] C:\Program Files\ESET\ESET Security とその他 1 個のタブ - エクスプローラー
2026/04/23,19:00:07,[外部ログ] eset_import_test2.bat - メモ帳
2026/04/23,19:00:10,[外部ログ] @ウェブ [ESET CMD ESET Endpoint Security ESETオンラインヘルプ](https://help.eset.com/ees/... - Comet
2026/04/23,19:00:12,[外部ログ] eset_import_test2.bat - メモ帳
2026/04/23,19:00:17,[外部ログ] *eset_import_test2.bat - メモ帳
2026/04/23,19:00:20,[外部ログ] eset_import_test2.bat - メモ帳
2026/04/23,19:00:21,[外部ログ] @ウェブ [ESET CMD ESET Endpoint Security ESETオンラインヘルプ](https://help.eset.com/ees/... - Comet
2026/04/23,19:00:22,[外部ログ] Program Manager
2026/04/23,19:00:27,[外部ログ] C:\WINDOWS\System32\cmd.exe
2026/04/23,19:00:27,[外部ログ] @ウェブ [ESET CMD ESET Endpoint Security ESETオンラインヘルプ](https://help.eset.com/ees/... - Comet
2026/04/23,19:00:30,[外部ログ] 
2026/04/23,19:00:30,[外部ログ] C:\Program Files\ESET\ESET Security とその他 1 個のタブ - エクスプローラー
2026/04/23,19:00:36,[外部ログ] Desktop とその他 1 個のタブ - エクスプローラー
2026/04/23,19:00:41,[外部ログ] Windows  (C:) とその他 1 個のタブ - エクスプローラー
2026/04/23,19:00:41,[外部ログ] C:\ とその他 1 個のタブ - エクスプローラー
2026/04/23,19:00:44,[外部ログ] 
2026/04/23,19:00:44,[外部ログ] 個人フォルダ - サイボウズ Office および他 3 ページ - My profile １ - Microsoft? Edge
2026/04/23,19:00:47,[外部ログ] accounts.secure.freee.co.jp/sessions/new?redirect_url=https%3A%2F%2Fp.secure.freee.co.jp%2Fusers%2Fafter_login%3Fhash%3D&service_name=payroll&sign_up_url=https%3A%2F%2Faccounts.secure.freee.co.jp%2Fsign_up%3Finitial_service%3Dpayroll%26login_url%3Dhttps%253A%252F%252Fp.secure.freee.co.jp%252F%26prefer%3Demail%26redirect_url%3Dhttps%253A%252F%252Fp.secure.freee.co.jp%252Factivation%26service_name%3Dpayroll%26verification_type%3Dcode および他 3 ページ - My profile １ - Microsoft? Edge
2026/04/23,19:00:48,[外部ログ] freeeアカウントでログイン | freee および他 3 ページ - My profile １ - Microsoft? Edge
2026/04/23,19:00:49,[外部ログ] freeeアカウントでログイン | freee
2026/04/23,19:00:53,[外部ログ] freee人事労務 および他 3 ページ - My profile １ - Microsoft? Edge
2026/04/23,19:00:56,[外部ログ] freee人事労務
2026/04/23,19:01:04,[外部ログ] C:\ とその他 1 個のタブ - エクスプローラー
2026/04/23,19:01:07,[外部ログ] config とその他 1 個のタブ - エクスプローラー
2026/04/23,19:01:07,[外部ログ] C:\config とその他 1 個のタブ - エクスプローラー
2026/04/23,19:01:11,[外部ログ] C:\config\ESET_ECMD_ログ_all.txt - サクラエディタ32bit 2.4.2.6048  
2026/04/23,19:01:21,[外部ログ] 
2026/04/23,19:01:21,[外部ログ] @ウェブ [ESET CMD ESET Endpoint Security ESETオンラインヘルプ](https://help.eset.com/ees/... - Comet
2026/04/23,19:02:09,[外部ログ] Program Manager
2026/04/23,19:02:12,[外部ログ] メモ帳
2026/04/23,19:02:12,[外部ログ] eset_import_test2.bat - メモ帳
2026/04/23,19:02:38,[外部ログ] @ウェブ [ESET CMD ESET Endpoint Security ESETオンラインヘルプ](https://help.eset.com/ees/... - Comet
2026/04/23,19:03:35,[外部ログ] eset_import_test2.bat - メモ帳
2026/04/23,19:03:46,[外部ログ] @ウェブ [ESET CMD ESET Endpoint Security ESETオンラインヘルプ](https://help.eset.com/ees/... - Comet
2026/04/23,19:03:56,[外部ログ] eset_import_test2.bat - メモ帳
2026/04/23,19:04:10,[外部ログ] *eset_import_test2.bat - メモ帳
2026/04/23,19:04:24,[外部ログ] eset_import_test2.bat - メモ帳
2026/04/23,19:04:35,[外部ログ] @ウェブ [ESET CMD ESET Endpoint Security ESETオンラインヘルプ](https://help.eset.com/ees/... - Comet
2026/04/23,19:04:45,[外部ログ] eset_import_test2.bat - メモ帳
2026/04/23,19:04:46,[外部ログ] *eset_import_test2.bat - メモ帳
2026/04/23,19:04:53,[外部ログ] @ウェブ [ESET CMD ESET Endpoint Security ESETオンラインヘルプ](https://help.eset.com/ees/... - Comet
2026/04/23,19:04:54,[外部ログ] *eset_import_test2.bat - メモ帳
2026/04/23,19:05:01,[外部ログ] eset_import_test2.bat - メモ帳
2026/04/23,19:05:07,[外部ログ] @ウェブ [ESET CMD ESET Endpoint Security ESETオンラインヘルプ](https://help.eset.com/ees/... - Comet
2026/04/23,19:05:36,[外部ログ] eset_import_test2.bat - メモ帳
2026/04/23,19:05:38,[外部ログ] *eset_import_test2.bat - メモ帳
2026/04/23,19:05:39,[外部ログ] eset_import_test2.bat - メモ帳
2026/04/23,19:05:40,[外部ログ] @ウェブ [ESET CMD ESET Endpoint Security ESETオンラインヘルプ](https://help.eset.com/ees/... - Comet
2026/04/23,19:05:41,[外部ログ] Program Manager
2026/04/23,19:05:44,[外部ログ] @ウェブ [ESET CMD ESET Endpoint Security ESETオンラインヘルプ](https://help.eset.com/ees/... - Comet
2026/04/23,19:05:48,[外部ログ] C:\config とその他 1 個のタブ - エクスプローラー
2026/04/23,19:05:51,[外部ログ] C:\config\ESET_ECMD_ログ_all.txt - サクラエディタ32bit 2.4.2.6048  
2026/04/23,19:05:52,[外部ログ] ファイルが更新されました
2026/04/23,19:05:53,[外部ログ] C:\config\ESET_ECMD_ログ_all.txt - サクラエディタ32bit 2.4.2.6048  
2026/04/23,19:06:00,[外部ログ] 
2026/04/23,19:06:01,[外部ログ] Windows Terminal
2026/04/23,19:06:01,[外部ログ] Terminal
2026/04/23,19:06:01,[外部ログ] コマンド プロンプト
2026/04/23,19:06:03,[外部ログ] 
2026/04/23,19:06:03,[外部ログ] Windows Terminal
2026/04/23,19:06:03,[外部ログ] Terminal
2026/04/23,19:06:03,[外部ログ] コマンド プロンプト
2026/04/23,19:06:05,[外部ログ] 
2026/04/23,19:06:08,[外部ログ] @ウェブ [ESET CMD ESET Endpoint Security ESETオンラインヘルプ](https://help.eset.com/ees/... - Comet
2026/04/23,19:06:43,[外部ログ] コマンド プロンプト
2026/04/23,19:06:43,[外部ログ] @ウェブ [ESET CMD ESET Endpoint Security ESETオンラインヘルプ](https://help.eset.com/ees/... - Comet
2026/04/23,19:06:44,[外部ログ] Program Manager
2026/04/23,19:06:47,[外部ログ] eset_import_test2.bat - メモ帳
2026/04/23,19:06:57,[外部ログ] *eset_import_test2.bat - メモ帳
2026/04/23,19:06:58,[外部ログ] eset_import_test2.bat - メモ帳
2026/04/23,19:06:59,[外部ログ] @ウェブ [ESET CMD ESET Endpoint Security ESETオンラインヘルプ](https://help.eset.com/ees/... - Comet
2026/04/23,19:07:00,[外部ログ] Program Manager
2026/04/23,19:07:04,[外部ログ] @ウェブ [ESET CMD ESET Endpoint Security ESETオンラインヘルプ](https://help.eset.com/ees/... - Comet
2026/04/23,19:07:06,[外部ログ] C:\config\ESET_ECMD_ログ_all.txt - サクラエディタ32bit 2.4.2.6048  
2026/04/23,19:07:07,[外部ログ] ファイルが更新されました
2026/04/23,19:07:08,[外部ログ] C:\config\ESET_ECMD_ログ_all.txt - サクラエディタ32bit 2.4.2.6048  
2026/04/23,19:07:16,[外部ログ] 
2026/04/23,19:07:16,[外部ログ] @ウェブ [ESET CMD ESET Endpoint Security ESETオンラインヘルプ](https://help.eset.com/ees/... - Comet
2026/04/23,19:07:51,[外部ログ] 
2026/04/23,19:07:51,[外部ログ] C:\config とその他 1 個のタブ - エクスプローラー
2026/04/23,19:07:53,[外部ログ] PCその他のタブを 2 する - エクスプローラー
2026/04/23,19:07:57,[外部ログ] C:\Program Files\ESET\ESET Security\ecmd.exe
2026/04/23,19:07:57,[外部ログ] PCその他のタブを 2 する - エクスプローラー
2026/04/23,19:08:05,[外部ログ] Windows Terminal
2026/04/23,19:08:05,[外部ログ] Terminal
2026/04/23,19:08:05,[外部ログ] C:\Program Files\ESET\ESET Security\ecmd.exe
2026/04/23,19:08:05,[外部ログ] PCその他のタブを 2 する - エクスプローラー
2026/04/23,19:08:16,[外部ログ] エクスプローラー
2026/04/23,19:08:18,[外部ログ] PCその他のタブを 2 する - エクスプローラー
2026/04/23,19:08:23,[外部ログ] Terminal
2026/04/23,19:08:23,[外部ログ] C:\Program Files\ESET\ESET Security\ecmd.exe
2026/04/23,19:08:23,[外部ログ] PCその他のタブを 2 する - エクスプローラー
2026/04/23,19:08:26,[外部ログ] \\10.85.33.230\01_全社共有\システム統括部\業改室\★大宮システム部\（NAS）伊藤\ESETその他のタブを 2 する - エクスプローラー
2026/04/23,19:08:27,[外部ログ] C:\configその他のタブを 2 する - エクスプローラー
2026/04/23,19:08:30,[外部ログ] PCその他のタブを 2 する - エクスプローラー
2026/04/23,19:08:31,[外部ログ] Windows  (C:)その他のタブを 2 する - エクスプローラー
2026/04/23,19:08:31,[外部ログ] C:\その他のタブを 2 する - エクスプローラー
2026/04/23,19:08:33,[外部ログ] Windowsその他のタブを 2 する - エクスプローラー
2026/04/23,19:08:33,[外部ログ] C:\Windowsその他のタブを 2 する - エクスプローラー
2026/04/23,19:08:41,[外部ログ] Windows  (C:)その他のタブを 2 する - エクスプローラー
2026/04/23,19:08:41,[外部ログ] C:\その他のタブを 2 する - エクスプローラー
2026/04/23,19:08:44,[外部ログ] Program Filesその他のタブを 2 する - エクスプローラー
2026/04/23,19:08:45,[外部ログ] C:\Program Filesその他のタブを 2 する - エクスプローラー
2026/04/23,19:08:46,[外部ログ] ESETその他のタブを 2 する - エクスプローラー
2026/04/23,19:08:46,[外部ログ] C:\Program Files\ESETその他のタブを 2 する - エクスプローラー
2026/04/23,19:08:48,[外部ログ] ESET Securityその他のタブを 2 する - エクスプローラー
2026/04/23,19:08:48,[外部ログ] C:\Program Files\ESET\ESET Securityその他のタブを 2 する - エクスプローラー
2026/04/23,19:08:58,[外部ログ] @ウェブ [ESET CMD ESET Endpoint Security ESETオンラインヘルプ](https://help.eset.com/ees/... - Comet
2026/04/23,19:09:57,[外部ログ] Program Manager
2026/04/23,19:09:59,[外部ログ] メモ帳
2026/04/23,19:09:59,[外部ログ] eset_import_test2.bat - メモ帳
2026/04/23,19:10:03,[外部ログ] @ウェブ [ESET CMD ESET Endpoint Security ESETオンラインヘルプ](https://help.eset.com/ees/... - Comet
2026/04/23,19:10:07,[外部ログ] eset_import_test2.bat - メモ帳
2026/04/23,19:10:10,[外部ログ] *eset_import_test2.bat - メモ帳
2026/04/23,19:10:11,[外部ログ] eset_import_test2.bat - メモ帳
2026/04/23,19:10:12,[外部ログ] @ウェブ [ESET CMD ESET Endpoint Security ESETオンラインヘルプ](https://help.eset.com/ees/... - Comet
2026/04/23,19:10:13,[外部ログ] Program Manager
2026/04/23,19:10:16,[外部ログ] @ウェブ [ESET CMD ESET Endpoint Security ESETオンラインヘルプ](https://help.eset.com/ees/... - Comet
2026/04/23,19:10:18,[外部ログ] C:\config\ESET_ECMD_ログ_all.txt - サクラエディタ32bit 2.4.2.6048  
2026/04/23,19:10:18,[外部ログ] ファイルが更新されました
2026/04/23,19:10:19,[外部ログ] C:\config\ESET_ECMD_ログ_all.txt - サクラエディタ32bit 2.4.2.6048  
2026/04/23,19:10:36,[外部ログ] 
2026/04/23,19:10:36,[外部ログ] @ウェブ [ESET CMD ESET Endpoint Security ESETオンラインヘルプ](https://help.eset.com/ees/... - Comet
2026/04/23,19:11:20,[外部ログ] 
2026/04/23,19:11:20,[外部ログ] システム トレイ オーバーフロー ウィンドウ。
2026/04/23,19:11:22,[外部ログ] 
2026/04/23,19:11:22,[外部ログ] ESET Endpoint Security
2026/04/23,19:11:31,[外部ログ] 設定のインポート - ESET Endpoint Security
2026/04/23,19:11:34,[外部ログ] 開く
2026/04/23,19:11:48,[外部ログ] 設定のインポート - ESET Endpoint Security
2026/04/23,19:11:53,[外部ログ] ESET Endpoint Security
2026/04/23,19:11:55,[外部ログ] @ウェブ [ESET CMD ESET Endpoint Security ESETオンラインヘルプ](https://help.eset.com/ees/... - Comet
2026/04/23,19:13:24,[外部ログ] 
2026/04/23,19:13:24,[外部ログ] ESET Endpoint Security
2026/04/23,19:13:25,[外部ログ] @ウェブ [ESET CMD ESET Endpoint Security ESETオンラインヘルプ](https://help.eset.com/ees/... - Comet
2026/04/23,19:13:25,[外部ログ] 
2026/04/23,19:13:25,[外部ログ] ESET Endpoint Security
2026/04/23,19:13:37,[外部ログ] 詳細設定 - ESET Endpoint Security
2026/04/23,19:14:02,[外部ログ] ESET Endpoint Security
2026/04/23,19:14:07,[外部ログ] @ウェブ [ESET CMD ESET Endpoint Security ESETオンラインヘルプ](https://help.eset.com/ees/... - Comet
2026/04/23,19:14:07,[外部ログ] ESET Endpoint Security
2026/04/23,19:14:08,[外部ログ] ESET_ECMD_ログ_all.txt - サクラエディタ32bit 2.4.2.6048  
2026/04/23,19:14:08,[外部ログ] C:\config\ESET_ECMD_ログ_all.txt - サクラエディタ32bit 2.4.2.6048  
2026/04/23,19:14:08,[外部ログ] ESET Endpoint Security
2026/04/23,19:14:09,[外部ログ] Program Manager
2026/04/23,19:14:10,[外部ログ] ESET Endpoint Security
2026/04/23,19:14:12,[外部ログ] 付箋
2026/04/23,19:14:12,[外部ログ] Program Manager
2026/04/23,19:14:18,[外部ログ] C:\WINDOWS\System32\cmd.exe
2026/04/23,19:14:18,[外部ログ] 付箋
2026/04/23,19:14:21,[外部ログ] 
2026/04/23,19:14:21,[外部ログ] C:\Program Files\ESET\ESET Securityその他のタブを 2 する - エクスプローラー
2026/04/23,19:14:24,[外部ログ] C:\configその他のタブを 2 する - エクスプローラー
2026/04/23,19:14:27,[外部ログ] ESET_ECMD_ログ_all.txt - サクラエディタ32bit 2.4.2.6048  
2026/04/23,19:14:27,[外部ログ] C:\config\ESET_ECMD_ログ_all.txt - サクラエディタ32bit 2.4.2.6048  
2026/04/23,19:14:27,[外部ログ] ファイルが更新されました
2026/04/23,19:14:28,[外部ログ] C:\config\ESET_ECMD_ログ_all.txt - サクラエディタ32bit 2.4.2.6048  
2026/04/23,19:14:38,[外部ログ] 
2026/04/23,19:14:40,[外部ログ] ESET Endpoint Security
2026/04/23,19:14:44,[外部ログ] 詳細設定 - ESET Endpoint Security
2026/04/23,19:14:59,[外部ログ] ESET Endpoint Security
2026/04/23,19:15:05,[外部ログ] Program Manager
2026/04/23,19:15:08,[外部ログ] ESET_ECMD_ログ_all.txt - サクラエディタ32bit 2.4.2.6048  
2026/04/23,19:15:08,[外部ログ] C:\config\ESET_ECMD_ログ_all.txt - サクラエディタ32bit 2.4.2.6048  
2026/04/23,19:15:08,[外部ログ] ファイルが更新されました
2026/04/23,19:15:10,[外部ログ] C:\config\ESET_ECMD_ログ_all.txt - サクラエディタ32bit 2.4.2.6048  
2026/04/23,19:15:15,[外部ログ] 
2026/04/23,19:15:20,[外部ログ] ESET Endpoint Security
2026/04/23,19:15:36,[外部ログ] C:\config\ESET_ECMD_ログ_all.txt - サクラエディタ32bit 2.4.2.6048  
2026/04/23,19:15:37,[外部ログ] ESET Endpoint Security
2026/04/23,19:15:38,[外部ログ] C:\config\ESET_ECMD_ログ_all.txt - サクラエディタ32bit 2.4.2.6048  
2026/04/23,19:15:38,[外部ログ] ESET Endpoint Security
2026/04/23,19:15:38,[外部ログ] C:\config\ESET_ECMD_ログ_all.txt - サクラエディタ32bit 2.4.2.6048  
2026/04/23,19:15:39,[外部ログ] Program Manager
2026/04/23,19:15:59,[外部ログ] C:\configその他のタブを 2 する - エクスプローラー
2026/04/23,19:16:01,[外部ログ] 
2026/04/23,19:16:02,[外部ログ] C:\configその他のタブを 2 する - エクスプローラー
2026/04/23,19:16:10,[外部ログ] 
2026/04/23,19:16:14,[外部ログ] @ウェブ [ESET CMD ESET Endpoint Security ESETオンラインヘルプ](https://help.eset.com/ees/... - Comet
2026/04/23,19:18:08,[外部ログ] C:\configその他のタブを 2 する - エクスプローラー
2026/04/23,19:18:18,[外部ログ] ESET Endpoint Security
2026/04/23,19:18:21,[外部ログ] 
2026/04/23,19:18:23,[外部ログ] 10.85.33.223 - リモート デスクトップ接続
2026/04/23,19:19:56,[外部ログ] C:\configその他のタブを 2 する - エクスプローラー
2026/04/23,19:19:59,[外部ログ] \\10.85.33.230\01_全社共有\システム統括部\業改室\★大宮システム部\（NAS）伊藤\ESETその他のタブを 2 する - エクスプローラー
2026/04/23,19:20:01,[外部ログ] IT規制Webサイト設定_v3.xlsx - Excel
2026/04/23,19:20:02,[外部ログ] Microsoft Excel
2026/04/23,19:20:04,[外部ログ] IT規制Webサイト設定_v3.xlsx - Excel
2026/04/23,19:20:05,[外部ログ] \\10.85.33.230\01_全社共有\システム統括部\業改室\★大宮システム部\（NAS）伊藤\ESETその他のタブを 2 する - エクスプローラー
2026/04/23,19:20:06,[外部ログ] 
2026/04/23,19:20:06,[外部ログ] IT規制Webサイト設定_v3.xlsx - Excel
2026/04/23,19:20:07,[外部ログ] \\10.85.33.230\01_全社共有\システム統括部\業改室\★大宮システム部\（NAS）伊藤\ESETその他のタブを 2 する - エクスプローラー
2026/04/23,19:20:08,[外部ログ] 
2026/04/23,19:20:08,[外部ログ] IT規制Webサイト設定_v3.xlsx - Excel
2026/04/23,19:20:08,[外部ログ] \\10.85.33.230\01_全社共有\システム統括部\業改室\★大宮システム部\（NAS）伊藤\ESETその他のタブを 2 する - エクスプローラー
2026/04/23,19:20:09,[外部ログ] 10.85.33.223 - リモート デスクトップ接続
2026/04/23,19:20:11,[外部ログ] IT規制Webサイト設定_v3.xlsx - Excel
2026/04/23,19:20:25,[外部ログ] 10.85.33.223 - リモート デスクトップ接続
2026/04/23,19:22:36,[外部ログ] IT規制Webサイト設定_v3.xlsx - Excel
2026/04/23,19:22:54,[外部ログ] 10.85.33.223 - リモート デスクトップ接続
2026/04/23,19:22:57,[外部ログ] IT規制Webサイト設定_v3.xlsx - Excel
2026/04/23,19:23:02,[外部ログ] 10.85.33.223 - リモート デスクトップ接続
2026/04/23,19:23:28,[外部ログ] 
2026/04/23,19:23:28,[外部ログ] \\10.85.33.230\01_全社共有\システム統括部\業改室\★大宮システム部\（NAS）伊藤\ESETその他のタブを 2 する - エクスプローラー
2026/04/23,19:23:33,[外部ログ] ファイルのコピー
2026/04/23,19:23:35,[外部ログ] \\10.85.33.230\01_全社共有\システム統括部\業改室\★大宮システム部\（NAS）伊藤\ESETその他のタブを 2 する - エクスプローラー
2026/04/23,19:23:42,[外部ログ] 10.85.33.223 - リモート デスクトップ接続
